,incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
2106,INC001428,Cyber Crime, South,Hillcrest,PA,8820 Sunset Blvd,42.263446,-97.096789,2018-10-08 05:26:47,OFF0044,Carol,Garcia,9327.0,SUS00485,James,Hall,31.0,female,Other,VIC00950,John,Thompson,59.0,Unknown,503-775-2042,blunt object,4,Resolved,Arrest Made,2.0,1837.6,Yes,Incident at 8820 Sunset Blvd. Officer responded at scene.
2115,INC002767,Robbery,Central  ,Oakdale,PA,8154 Main St,38.92493,-101.239441,2023-05-27 11:48:58,OFF0150,Sarah,Anderson,9968.0,SUS00243,Thomas,Jackson,46.0,MALE,Hispanic,VIC00883,Mark,Davis,10.0,Unknown,620-396-5553,Hands/Feet,CRITICAL,Pendng,No Arrest,2.0,30776.3,No,Incident at 8154 Main St. Officer responded at scene.
2122,INC004262,HOMICIDE,central,Centerville,NC,5488 River Rd,40.840098,-97.674665,2022-08-03 20:45:11,OFF0018,Michelle,Lee,3074.0,SUS00651,Ashley,Miller,71.0,MALE,BLACK,VIC00174,Donna,Garcia,71.0,FEMALE,804-567-4441,Firearm,Med,under investigation,No Arrest,0.0,38359.83,No,Incident at 5488 River Rd. Officer responded at scene.
2134,INC002020,asslt, Northeast,Centerville,IL,3765 Park Rd,29.378368,-111.188935,2020-04-26 14:27:35,OFF0019,Patricia,Scott,9276.0,SUS00183,Emily,Flores,38.0,f,Unknown,VIC00106,Donna,Wilson,78.0,F,956-805-5102,Firearm,2,Under Investigation,Warning Issued,4.0,13107.84,True,Incident at 3765 Park Rd. Officer responded at scene.
2156,INC002798,Theft ,Southeast,Centerville,OH,4744 Oak Ave,28.539236,-112.760294,2019-09-03 18:01:13,OFF0004,Michael,Lee,5747.0,SUS00442,Joseph,Thomas,-71.0,male,Other,VIC00824,Nancy,Anderson,51.0,FEMALE,6582551030,Blunt Object,Medium,Pending,Arrest Made,2.0,6312.81,YES,Incident at 4744 Oak Ave. Officer responded at scene.
2171,INC002518,ARSON,East,Fairview,AZ,3147 River Rd,31.216255,-96.984349,2024-10-29 01:34:02,OFF0022,Susan,Smith,3265.0,SUS00462,Anthony,Jones,25.0,female,Asian,VIC00049,Michelle,Moore,55.0,FEMALE,322-116-9936,Rifle,2,Pendng,Dismissed,2.0,25638.6,NO,Incident at 3147 River Rd. Officer responded at scene.
2193,INC001949,Drugs,Mid,Fairview,NY,2927 Maple Dr,41.100425,61.5474,2021-01-23 16:20:55,OFF0134,James,Wilson,3294.0,SUS00387,Robert,Jackson,52.0,F,BLACK,VIC00575,Barbara,Scott,85.0,f,482-929-8486,hands,high,Resolved,Warning Issued,2.0,30812.29,1,Incident at 2927 Maple Dr. Officer responded at scene.
2205,INC003759,Cybercrime, Central,Fairview,TX,2445 Cedar Lane,40.529559,-114.666546,01/01/2018 11:26,OFF0022,Nancy,Smith,5777.0,SUS00301,Chris,Wilson,26.0,female,Hispanic,VIC00422,Carol,Johnson,58.0,f,953-828-7268,Gun,low,Open,Dismissed,5.0,44741.64,Yes,Incident at 2445 Cedar Lane. Officer responded at scene.
2218,INC004738,Armed Robbery,east,Riverside,AZ,7623 Elm Blvd,27.240054,-74.13289,2024-11-17 04:01:05,OFF0046,Nancy,Taylor,2942.0,SUS00099,Carol,Green,50.0,Male,White,VIC00420,Carol,Davis,39.0,FEMALE,357-800-5248,Knife,CRITICAL,open,No Arrest,2.0,13426.58,no,Incident at 7623 Elm Blvd. Officer responded at scene.
2225,INC004818,Robbry, East,Maplewood,NY,6509 Elm Blvd,39.841563,-99.343418,2023-07-31 00:42:25,OFF0030,Mark,Davis,6445.0,SUS00792,Thomas,Wright,16.0,f,Other,VIC00699,Ashley,Flores,15.0,Female,778-848-1100,Unarmed,Medium,Open,warning,4.0,28671.24,No,Incident at 6509 Elm Blvd. Officer responded at scene.
2228,INC000246,fraud, Northwest,Hillcrest,PA,5684 Cedar Lane,29.77128,-85.618001,2022-04-15 03:27:34,OFF0142,Anthony,Wright,5406.0,SUS00093,Michael,Wilson,28.0,MALE,Other,VIC00033,Thomas,Hall,90.0,Other,686-243-8655,Pistol,MEDIUM,Resolved,NO ARREST,5.0,29419.54,Yes,Incident at 5684 Cedar Lane. Officer responded at scene.
2263,INC001363,Tresspassing,Northwest,Maplewood,AZ,4023 Elm Blvd,46.251462,-81.094731,25-07-2019,OFF0033,William,Miller,9018.0,SUS00324,Emily,Allen,60.0,Female,Black,VIC00437,Charles,Thomas,88.0,f,962-966-8310,Blunt Object,Med,closed,No Arrest,0.0,13420.33,0,Incident at 4023 Elm Blvd. Officer responded at scene.
2266,INC001895,drug offense,east,Riverside,FL,8813 Cedar Lane,27.073653,95.4934,2023-05-24 07:31:01,OFF0047,Joseph,Harris,7159.0,SUS00366,Susan,Torres,51.0,f,Hispanic,VIC00972,Linda,Scott,29.0,f,472-268-6199,hands,1,Investgation,warning,2.0,-28547.08,0,Incident at 8813 Cedar Lane. Officer responded at scene.
2268,INC000478,  SEXUAL ASSAULT  , West,Maplewood,PA,7962 River Rd,121.6356,-115.121933,2021-06-19 21:18:53,OFF0047,Linda,Taylor,7159.0,SUS00003,James,Jones,-62.0,F,Black,VIC00758,James,Jones,57.0,MALE,768-559-1097,KNIFE,4,open,Dismissed,3.0,2420.93,Yes,Incident at 7962 River Rd. Officer responded at scene.
2269,INC004261,Murder,NORTHWEST,Springfield,OH,4894 Sunset Blvd,29.835846,-97.895445,2019-11-04 20:55:37,OFF0137,Barbara,Jackson,9992.0,SUS00494,Jennifer,Green,64.0,male,BLACK,VIC00237,William,Anderson,-32.0,Male,970-598-2099,Bat,Low,open,Dismissed,5.0,32781.49,No,Incident at 4894 Sunset Blvd. Officer responded at scene.
2304,INC000341,Cyber Crime,Southeast,Hillcrest,FL,1666 Oak Ave,38.867325,-121.975849,2018-12-16 21:33:28,OFF0057,Matthew,Jackson,4898.0,SUS00526,David,Jones,44.0,MALE,asian,VIC00588,Richard,Brown,34.0,male,658-176-9932,Gun,low,OPEN,Arres Made,0.0,36299.33,yes,Incident at 1666 Oak Ave. Officer responded at scene.
2315,INC004436,Kidnaping,Northwest,Hillcrest,TX,7480 Washington Ave,37.367576,-101.977033,2023-04-02 09:53:43,OFF0031,Michelle,Flores,8336.0,SUS00609,Ashley,Brown,22.0,Male,BLACK,VIC00047,Anthony,Allen,186.0,f,310-505-9262,KNIFE,1,Resolved,Warning Issued,0.0,44512.84,yes,Incident at 7480 Washington Ave. Officer responded at scene.
2319,INC000053,DWI,South,Riverside,IL,3638 Washington Ave,42.17762,-92.984342,2023-11-07 11:58:28,OFF0148,Linda,White,7129.0,SUS00401,Ashley,Young,59.0,FEMALE,Hispanic,VIC00354,Sarah,Brown,-47.0,F,287-218-3321,Rifle,low,closed,warning,1.0,26055.74,NO,Incident at 3638 Washington Ave. Officer responded at scene.
2320,INC004841,Burglry, Southwest,Springfield,NY,6032 Sunset Blvd,29.086948,-95.923417,2018-05-26 04:14:02,OFF0022,Barbara,Lee,2893.0,SUS00396,Michael,Miller,64.0,f,BLACK,VIC00794,Carol,Young,86.0,Unknown,(401) -69-1-6440,KNIFE,MEDIUM,OPEN,Warning Issued,-2.0,-43752.58,yes,Incident at 6032 Sunset Blvd. Officer responded at scene.
2330,INC001780,Dom. Violence,east,Fairview,PA,6744 Elm Blvd,39.514218,-98.039027,2019-10-22 05:17:20,OFF0048,Emily,Williams,7219.0,SUS00541,Susan,Torres,-40.0,M,white,VIC00160,Patricia,Miller,35.0,Other,(202) -47-4-9021,KNIFE,CRITICAL,Closed,Arres Made,2.0,2021.54,Yes,Incident at 6744 Elm Blvd. Officer responded at scene.
2347,INC004752,Tresspassing,Mid,Fairview,TX,6838 Park Rd,40.240205,-109.049454,2023-09-18 23:44:12,OFF0011,Joseph,Allen,4239.0,SUS00339,Karen,Miller,193.0,male,BLACK,VIC00728,James,Jackson,31.0,m,780-915-7299,Rifle,high,under investigation,Dismissed,2.0,38743.38,Yes,Incident at 6838 Park Rd. Officer responded at scene.
2354,INC002956,Trespass,Southwest,Centerville,OH,91 Washington Ave,41.77093,-72.679786,2020-01-29 23:34:12,OFF0023,William,Martin,8901.0,SUS00149,William,Miller,22.0,M,white,VIC00734,Joseph,Harris,55.0,Other,869-384-9317,Blunt Object,4,Pendng,Arrest Made,1.0,-48841.75,no,Incident at 91 Washington Ave. Officer responded at scene.
2372,INC002103,Kidnapping, SOUTHWEST,Fairview,GA,153 River Rd,43.84275,-91.004094,2022-10-13 23:28:01,OFF0069,Linda,Green,5911.0,SUS00654,Michelle,Anderson,53.0,f,hispanic,VIC00611,Matthew,Garcia,40.0,Other,505-581-2128,Blunt Object,4,OPEN,NO ARREST,1.0,31546.41,0,Incident at 153 River Rd. Officer responded at scene.
2385,INC000051,Fraud,northwest,Lakewood,PA,2778 Elm Blvd,31.185136,-108.042847,2019-03-30 09:41:21,OFF0017,Jennifer,Jackson,5521.0,SUS00432,Donna,Williams,38.0,female,Asian,VIC00739,Nancy,Lee,35.0,MALE,309-238-5991,Firearm,high,closed,Arres Made,3.0,40203.82,NO,Incident at 2778 Elm Blvd. Officer responded at scene.
2391,INC003587,Roberry,South,Oakdale,PA,3025 Washington Ave,44.411048,-94.073648,2021-10-07 01:49:00,OFF0022,Thomas,Taylor,1535.0,SUS00353,Barbara,Martin,36.0,Female,Hispanic,VIC00428,William,Thompson,89.0,male,664-960-1096,KNIFE,2,Closed,Case Dismissed,4.0,12695.49,yes,Incident at 3025 Washington Ave. Officer responded at scene.
2400,INC003174,Robbry,south,Lakewood,NC,1529 Oak Ave,30.560097,-82.189591,2024-09-07 00:04:37,OFF0084,Charles,Johnson,8472.0,SUS00694,Chris,Williams,48.0,m,BLACK,VIC00745,Linda,Brown,-75.0,f,449-652-8002,Blunt Object,High,OPEN,Arres Made,4.0,25439.56,yes,Incident at 1529 Oak Ave. Officer responded at scene.
2425,INC000637,Murder,Northwest,Oakdale,CA,8687 Maple Dr,32.900616,-82.125268,2024-11-16 09:47:18,OFF0118,Barbara,Lee,1760.0,SUS00372,Nancy,Wright,40.0,FEMALE,asian,VIC00081,Charles,Lee,14.0,FEMALE,2593166528,Bat,High,OPEN,Arrest Made,5.0,17774.24,YES,Incident at 8687 Maple Dr. Officer responded at scene.
2445,INC003527,Online Fraud,Southwest,Riverside,TX,6613 Park Rd,47.473327,-89.779222,2021-06-02 06:45:20,OFF0143,KAREN,Jones,1632.0,SUS00135,Sarah,Flores,58.0,MALE,Unknown,VIC00854,David,White,59.0,Female,311-552-6017,Knife,MEDIUM,Resolved,No Arrest,5.0,41159.56,YES,Incident at 6613 Park Rd. Officer responded at scene.
2456,INC002521,assault,NORTHWEST,Riverside,FL,8317 Cedar Lane,42.139046,-83.899276,2024-04-24 04:35:51,OFF0056,DANIEL,Hall,8560.0,SUS00251,Jessica,Miller,45.0,f,hispanic,VIC00226,Mary,Scott,35.0,M,499-383-5199,KNIFE,CRITICAL,CLOSED,arrest made,5.0,41329.23,NO,Incident at 8317 Cedar Lane. Officer responded at scene.
2464,INC000701,Kidnaping,east,Lakewood,NY,2235 Cedar Lane,33.825299,-96.486442,2019-08-01 01:41:23,OFF0014,Linda,White,4404.0,SUS00236,Karen,Scott,32.0,Male,BLACK,VIC00692,Michael,Martin,62.0,MALE,508-823-9533,Pistol,CRITICAL,under investigation,Case Dismissed,0.0,46412.12,NO,Incident at 2235 Cedar Lane. Officer responded at scene.
2466,INC003290,Assault, East,Centerville,FL,2785 Lincoln St,27.268531,-116.339959,2024-10-12 20:21:23,OFF0054,James,Young,5704.0,SUS00738,Nancy,Jackson,54.0,Other,Black,VIC00688,Carol,Davis,86.0,male,257-771-4696,Rifle,Medium,Pendng,Dismissed,2.0,10576.68.0,No,Incident at 2785 Lincoln St. Officer responded at scene.
2476,INC003098,Vandlism,Cen,Fairview,CA,1400 Lincoln St,35.538655,-91.053847,06-07-2019,OFF0092,Sarah,Brown,1089.0,SUS00637,Nancy,White,74.0,female,Unknown,VIC00470,Carol,Hill,291.0,M,674-181-7751,blunt object,CRITICAL,Open,Case Dismissed,4.0,8279.82,0,Incident at 1400 Lincoln St. Officer responded at scene.
2480,INC002150,Scam,Sou,Lakewood,GA,8685 Oak Ave,47.282232,-119.525362,2021-09-25 19:52:04,OFF0147,John,Smith,9559.0,SUS00260,Thomas,Flores,23.0,female,Black,VIC00509,Richard,Hall,57.0,Other,385-459-7283,Bat,High,Resolved,arrest made,1.0,47429.97,no,Incident at 8685 Oak Ave. Officer responded at scene.
2491,INC004786,Assault & Battery,Southeast,Maplewood,GA,3064 Main St,38.348722,-74.765894,2024-09-11 00:41:11,OFF0125,DONNA,Thompson,2654.0,SUS00545,Donna,Garcia,66.0,F,BLACK,VIC00959,Richard,Jackson,54.0,FEMALE,985-189-6481,KNIFE,3,CLOSED,NO ARREST,0.0,33074.33,No,Incident at 3064 Main St. Officer responded at scene.
2493,INC000766,fraud,southwest,Oakdale,FL,3558 Park Rd,33.382053,-120.327965,2020-05-07 07:25:45,OFF0069,Susan,Anderson,2920.0,SUS00758,Chris,Moore,28.0,female,Other,VIC00957,John,Brown,69.0,M,471-689-5341,Gun,Crit,closed,warning,5.0,14440.95,No,Incident at 3558 Park Rd. Officer responded at scene.
2498,INC003251,Vandlism,Midtown,Oakdale,NC,7525 River Rd,26.388246,-84.202556,2020-02-03 13:03:27,OFF0090,Linda,Lee,1059.0,SUS00732,Chris,Allen,63.0,FEMALE,BLACK,VIC00693,Jessica,Wright,82.0,male,393-396-9588,hands,2,Pending,NO ARREST,4.0,36855.58,0,Incident at 7525 River Rd. Officer responded at scene.
2510,INC002058,kidnapping,EAST,Maplewood,OH,8758 Oak Ave,38.675825,-72.406773,2023-09-25 10:18:52,OFF0047,Mark,White,8537.0,SUS00115,Michelle,Davis,19.0,M,Black,VIC00740,Sarah,Martin,80.0,Other,443-893-6852,Rifle,Medium,Pending,arrest made,1.0,8864.93,NO,Incident at 8758 Oak Ave. Officer responded at scene.
2543,INC001054,SEXUAL ASSAULT,South,Oakdale,NY,2941 Washington Ave,28.445846,-114.105944,2018-12-15 04:49:22,OFF0146,Richard,Wilson,3213.0,SUS00605,Thomas,Walker,39.0,Female,BLACK,VIC00457,John,Flores,72.0,Male,359-932-6353,hands,3,OPEN,Arres Made,3.0,15807.27,Yes,Incident at 2941 Washington Ave. Officer responded at scene.
2546,INC000123,Fraudulent Activity,midtown,Riverside,FL,4151 Cedar Lane,35.739978,-73.318533,2023-06-08 14:55:37,OFF0117,Carol,Wilson,7995.0,SUS00709,Matthew,Scott,35.0,female,Hispanic,VIC00800,Matthew,Johnson,58.0,F,540-161-5230,hands,High,CLOSED,No Arrest,3.0,48971.1.0,no,Incident at 4151 Cedar Lane. Officer responded at scene.
2558,INC000505,ROBBERY,Southwest,Fairview,FL,6286 River Rd,33.531305,-104.709188,2018-07-26 02:20:53,OFF0069,Sarah,Scott,7391.0,SUS00162,Linda,Hill,55.0,FEMALE,White,VIC00635,Jessica,Moore,23.0,female,684-901-7053,blunt object,Critical,open,Arres Made,5.0,18543.5,YES,Incident at 6286 River Rd. Officer responded at scene.
2571,INC001916,Sexual Assualt,midtown,Riverside,OH,2922 Park Rd,46.259708,-76.738566,2023-08-10 07:39:53,OFF0006,David,Green,2374.0,SUS00435,Chris,Anderson,24.0,f,Asian,VIC00952,Linda,Williams,82.0,female,(586) -44-7-8457,Gun,4,Resolved,Arres Made,5.0,25851.16,1,Incident at 2922 Park Rd. Officer responded at scene.
2572,INC001954,cyber crime,Sou,Fairview,NY,1189 Cedar Lane,40.866443,-85.136838,11/22/2023 12:15,OFF0001,Mary,Garcia,4809.0,SUS00484,Jessica,Harris,28.0,F,White,VIC00378,John,Davis,59.0,female,483-445-3914,blunt object,high,OPEN,Arres Made,4.0,24397.69,False,Incident at 1189 Cedar Lane. Officer responded at scene.
2596,INC002658,Murder,southeast,Centerville,NY,5668 Oak Ave,26.29534,-75.453303,22-12-2024,OFF0024,Ashley,Thompson,5331.0,SUS00046,Nancy,Taylor,25.0,M,BLACK,VIC00912,Chris,Hill,32.0,m,464-384-9304,Bat,1,Investgation,No Arrest,5.0,15452.7,1,Incident at 5668 Oak Ave. Officer responded at scene.
2605,INC002368,Kidnaping,Southeast  ,Fairview,IL,6590 Elm Blvd,38.394148,-91.030323,2019-11-10 22:07:28,OFF0076,JOSEPH,Garcia,2528.0,SUS00342,Thomas,Wilson,24.0,Female,Other,VIC00354,Mary,Scott,14.0,Unknown,701-843-4404,Pistol,High,Open,Arrest Made,0.0,19465.1,no,Incident at 6590 Elm Blvd. Officer responded at scene.
2608,INC002935,Deception,Southeast,Centerville,TX,9892 Oak Ave,29.06748,-99.015977,2019-11-27 17:57:55,OFF0031,Thomas,White,3019.0,SUS00082,James,Nguyen,59.0,m,white,VIC00276,John,Wright,31.0,Other,776-936-8336,Unarmed,Med,under investigation,No Arrest,2.0,34463.03,False,Incident at 9892 Oak Ave. Officer responded at scene.
2614,INC002496,DUI,East  ,Fairview,OH,7451 Maple Dr,34.177371,-99.161913,2024-01-01 11:28:28,OFF0150,  Linda  ,Nguyen,8231.0,SUS00707,Mark,Nguyen,18.0,f,BLACK,VIC00674,Patricia,Garcia,89.0,FEMALE,936-554-8182,hands,Critical,Pending,Dismissed,2.0,12821.81,NO,Incident at 7451 Maple Dr. Officer responded at scene.
2624,INC002909,Kidnapping,Nor,Lakewood,AZ,1388 Oak Ave,46.296563,-89.994588,2022-10-07 14:41:04,OFF0114,Susan,White,2327.0,SUS00004,Robert,Anderson,73.0,Unknown,Black,VIC00007,Michelle,Brown,36.0,Unknown,(549) -73-6-1319,Unarmed,low,Resolved,Warning Issued,3.0,46500.1,no,Incident at 1388 Oak Ave. Officer responded at scene.
2626,INC002335,Fire Setting,NORTHWEST,Hillcrest,NY,9244 Maple Dr,34.947909,-94.822478,2019-12-14 04:43:43,OFF0115,john,Williams,8856.0,SUS00382,Daniel,Harris,40.0,male,Unknown,VIC00605,Ashley,Jones,21.0,Female,521-849-2533,KNIFE,Low,Investgation,Warning Issued,3.0,-15220.94,1,Incident at 9244 Maple Dr. Officer responded at scene.
2638,INC001112,Drug Offense,CENTRAL,Hillcrest,FL,7226 Oak Ave,43.992979,-91.288971,2022-11-08 02:41:20,OFF0143,Mark,Walker,1097.0,SUS00146,William,Walker,31.0,m,Black,VIC00816,John,Hall,58.0,Unknown,418-800-7692,firearm,low,Pendng,Arrest Made,4.0,37048.86,NO,Incident at 7226 Oak Ave. Officer responded at scene.
2640,INC003241,Fraud, North,Springfield,AZ,6712 Oak Ave,32.603491,-120.192633,2024-01-16 18:09:57,OFF0133,Michael,Wilson,2280.0,SUS00285,Donna,Moore,30.0,F,White,VIC00212,James,Harris,-42.0,M,8125579669,Knife,Low,Pending,warning,5.0,23988.91,YES,Incident at 6712 Oak Ave. Officer responded at scene.
2645,INC002382,BURGLARY,Northwest,Riverside,CA,865 Sunset Blvd,38.114352,-77.10506,2021-03-01 04:00:41,OFF0100,Richard,White,7212.0,SUS00521,Donna,Anderson,64.0,male,asian,VIC00104,Charles,Anderson,281.0,m,643-557-3562,Hands/Feet,Low,Closed,No Arrest,4.0,21415.9,Yes,Incident at 865 Sunset Blvd. Officer responded at scene.
2649,INC000504,Vandlism,central,Hillcrest,NC,1656 Park Rd,30.239973,-112.935916,2019-07-19 00:15:55,OFF0133,Richard,Brown,4517.0,SUS00163,Nancy,Wilson,36.0,f,BLACK,VIC00696,Robert,Miller,48.0,Other,712-509-5889,Gun,Crit,CLOSED,NO ARREST,0.0,8663.13,False,Incident at 1656 Park Rd. Officer responded at scene.
2656,INC000799,ARSON,Central,Hillcrest,AZ,6439 Maple Dr,30.908486,-91.001542,13-01-2023,OFF0069,Robert,Nguyen,6838.0,SUS00756,Michael,Davis,16.0,FEMALE,BLACK,VIC00656,Patricia,Moore,-81.0,F,8713513097,Knife,Med,closed,Arrest Made,2.0,48729.87,YES,Incident at 6439 Maple Dr. Officer responded at scene.
2657,INC002693,ROBBERY, Central,Centerville,PA,2356 River Rd,29.574019,-106.304887,2023-02-08 20:00:30,OFF0024,Daniel,Harris,1837.0,SUS00750,Barbara,Johnson,-34.0,MALE,Hispanic,VIC00903,Ashley,Green,13.0,MALE,356-914-2575,Blunt Object,high,Under Investigation,Warning Issued,4.0,23917.41,True,Incident at 2356 River Rd. Officer responded at scene.
2666,INC001686,Assault, Northwest,Riverside,GA,8272 Sunset Blvd,25.190062,78.9442,2022-10-02 12:35:20,OFF0086,Mary,Johnson,1807.0,SUS00226,Anthony,Walker,54.0,Female,Black,VIC00763,Robert,Flores,14.0,male,608-122-7477,Firearm,Critical,Pending,warning,2.0,28167.72,1,Incident at 8272 Sunset Blvd. Officer responded at scene.
2683,INC003304,B&E,Central  ,Riverside,GA,1707 Cedar Lane,29.851277,-118.689607,2021-07-07 05:21:01,OFF0135,Joseph,Thomas,5049.0,SUS00309,Matthew,Wilson,54.0,female,Black,VIC00735,Daniel,Williams,88.0,Other,804-477-2226,Firearm,Crit,Pending,warning,5.0,23051.06,yes,Incident at 1707 Cedar Lane. Officer responded at scene.
2696,INC002631,ROBBERY, East,Maplewood,TX,4120 Oak Ave,44.311359,-111.722244,31-08-2023,OFF0123,Ashley,Flores,9947.0,SUS00768,Anthony,Smith,29.0,Female,white,VIC00487,John,Nguyen,10.0,m,412-630-7833,Blunt Object,1,under investigation,Warning Issued,2.0,37535.49,no,Incident at 4120 Oak Ave. Officer responded at scene.
2697,INC000726,ROBBRY,SOUTH,Centerville,OH,8356 Maple Dr,39.255778,-74.827022,2018-11-26 11:08:39,OFF0139,Chris,Taylor,4906.0,SUS00678,Robert,Johnson,38.0,female,Other,VIC00616,Linda,Young,33.0,MALE,283-790-6180,hands,Low,open,Case Dismissed,4.0,15700.67,1,Incident at 8356 Maple Dr. Officer responded at scene.
2700,INC002575,Hacking, West,Oakdale,IL,6281 Park Rd,33.405086,-74.150646,2020-07-01 01:53:52,OFF0128,Nancy,Hall,1386.0,SUS00624,Nancy,Miller,56.0,f,Black,VIC00733,Mary,Moore,38.0,F,7878927569,Pistol,MEDIUM,OPEN,Arrest Made,0.0,31442.43,1,Incident at 6281 Park Rd. Officer responded at scene.
2710,INC002267,Drugs,northwest,Lakewood,FL,187 Sunset Blvd,39.704479,-96.899357,2021-11-02 06:17:05,OFF0074,Matthew,Martin,3073.0,SUS00074,Susan,Harris,62.0,Male,Hispanic,VIC00396,Karen,Smith,23.0,MALE,(517) -77-7-7709,KNIFE,Med,CLOSED,Dismissed,2.0,43690.49,False,Incident at 187 Sunset Blvd. Officer responded at scene.
2733,INC003210,Robbry,South,Riverside,NC,8183 Maple Dr,33.182607,-98.290502,2019-09-15 05:24:09,OFF0100,Mary,Anderson,5386.0,SUS00375,Karen,Moore,31.0,Other,Unknown,VIC00799,Anthony,Martin,63.0,f,619-352-6060,KNIFE,CRITICAL,Resolved,No Arrest,3.0,26296.92,No,Incident at 8183 Maple Dr. Officer responded at scene.
2747,INC003884,Cyber Crime,MIDTOWN,Lakewood,NC,2368 Cedar Lane,44.707678,-80.031469,2020-07-29 22:47:42,OFF0099,Chris,Moore,2236.0,SUS00510,Ashley,Torres,53.0,Female,White,VIC00449,Emily,Thompson,15.0,M,365-483-5069,Pistol,Crit,open,Dismissed,0.0,10290.1,1,Incident at 2368 Cedar Lane. Officer responded at scene.
2764,INC003331,  Stealing  , Central,Centerville,GA,3750 Elm Blvd,39.006667,-110.374185,2020-01-27 08:11:54,OFF0124,Matthew,Hall,8327.0,SUS00009,Barbara,Williams,70.0,Unknown,Other,VIC00516,Karen,Williams,24.0,m,962-908-5100,Gun,Med,CLOSED,Dismissed,4.0,1509.5.0,yes,Incident at 3750 Elm Blvd. Officer responded at scene.
2768,INC94119,Armed Robbery,northeast,Lakewood,NC,6475 Cedar Lane,36.864253,-88.853764,2018-10-02 06:18:49,OFF0003,Charles,Garcia,4014.0,SUS00131,Emily,Wilson,36.0,M,hispanic,VIC00940,Susan,Nguyen,35.0,MALE,856-233-4765,Unarmed,high,open,Arrest Made,2.0,3504.33,yes,Incident at 6475 Cedar Lane. Officer responded at scene.
2770,INC001134,Arsen, West,Fairview,PA,808 Washington Ave,38.138689,-120.423353,2021-08-12 09:30:39,OFF0099,John,Hill,8323.0,SUS00120,James,Hill,20.0,female,hispanic,VIC00885,William,Torres,69.0,f,560-678-2632,Hands/Feet,4,CLOSED,Case Dismissed,4.0,2199.03,1,Incident at 808 Washington Ave. Officer responded at scene.
2772,INC003870,Property Damage,Southeast  ,Fairview,TX,4348 Main St,39.017326,-102.101359,2023-04-09 23:41:52,OFF0106,Michelle,Miller,4984.0,SUS00351,Patricia,Smith,16.0,Other,BLACK,VIC00601,Michael,Taylor,55.0,Male,372-797-2381,Pistol,Low,Open,arrest made,2.0,7344.58,True,Incident at 4348 Main St. Officer responded at scene.
2780,INC004384,Assault,Cen,Lakewood,NY,4415 Park Rd,46.772674,-88.002212,2018-12-26 11:16:18,OFF0058,David,Scott,8443.0,SUS00301,Joseph,Hill,60.0,Other,Black,VIC00175,Mary,White,78.0,MALE,791-546-8406,blunt object,Critical,Pendng,arrest made,3.0,13594.28,False,Incident at 4415 Park Rd. Officer responded at scene.
2786,INC003274,THEFT,southeast,Centerville,TX,7326 Park Rd,25.146215,-100.18968,2022-07-01 08:05:53,OFF0058,Charles,Anderson,2970.0,SUS00290,Linda,Young,59.0,Unknown,asian,VIC00842,David,Hill,40.0,MALE,338-978-5041,Hands/Feet,2,Pendng,NO ARREST,1.0,20944.99,Yes,Incident at 7326 Park Rd. Officer responded at scene.
2797,INC000827,Roberry,southeast,Maplewood,OH,824 Maple Dr,47.163495,-116.004196,2020-06-19 08:29:18,OFF0003,David,Green,1063.0,SUS00259,Matthew,Jackson,16.0,Unknown,hispanic,VIC00886,Charles,Jackson,30.0,Unknown,277-376-6822,Unarmed,CRITICAL,Pending,NO ARREST,3.0,803.74,True,Incident at 824 Maple Dr. Officer responded at scene.
2800,INC002694,Fraud, Northeast,Maplewood,AZ,1482 Washington Ave,33.127815,56.8715,2023-11-26 03:34:04,OFF0121,Susan,Miller,5356.0,SUS00788,Nancy,Green,72.0,MALE,hispanic,VIC00706,Barbara,Williams,22.0,female,400-560-5294,Blunt Object,MEDIUM,Investgation,Case Dismissed,1.0,24521.12,NO,Incident at 1482 Washington Ave. Officer responded at scene.
2805,INC003559,Abduction,East,Oakdale,NC,3359 River Rd,32.071616,-114.078346,2019-12-22 06:06:26,OFF0041,Mary,Anderson,2700.0,SUS00490,Linda,Scott,40.0,m,asian,VIC00038,Joseph,Flores,57.0,M,663-745-5574,KNIFE,CRITICAL,OPEN,Arrest Made,5.0,49087.73,True,Incident at 3359 River Rd. Officer responded at scene.
2806,INC000265,Burglary,southeast,Maplewood,PA,6115 Cedar Lane,39.304012,-120.519135,2018-03-22 06:01:36,OFF0085,James,Flores,8708.0,SUS00036,Robert,Green,41.0,Male,asian,VIC00387,Emily,Martin,31.0,Other,302-115-6712,blunt object,Medium,open,No Arrest,0.0,48436.52,0,Incident at 6115 Cedar Lane. Officer responded at scene.
2854,INC000553,HOMICIDE, South,Lakewood,OH,9137 Oak Ave,39.475057,-78.161778,2020-02-29 08:08:43,OFF0127,Michelle,Jackson,3940.0,SUS00109,Jennifer,Allen,27.0,F,White,VIC00125,Richard,Davis,83.0,Unknown,467-466-5230,Hands/Feet,3,Pending,Dismissed,2.0,15916.95,No,Incident at 9137 Oak Ave. Officer responded at scene.
